Age_Group,Gender,City_Tier,Occupation,Platform,Gamer_Identity,Mechanical_Keyboard,Setup_Value,Preferred_Aesthetic,Keycap_Material,Color_Theme,Aesthetic_Importance,Interested_Keycaps,Interested_Cables,Interested_DeskMat,Interested_RGB,Discount_Preference,Expected_Spending,Purchase_Interest
40+,Male,Tier 2,Student,Console,5,Yes,2L+,Professional,PBT,Custom,5,1,0,1,0,Bundle,4767.0,Likely
26-30,Prefer not to say,Tier 1,Content Creator,PC,4,No,20k-50k,Anime,Not Sure,Anime,5,1,0,0,1,20-30%,3584.0,Neutral
26-30,Male,Tier 3,Student,PC,1,No,1L-2L,Anime,PBT,Dark,5,0,0,0,1,Free Accessory,3473.0,Unlikely
21-25,Male,Tier 1,Freelancer,Console,2,Yes,2L+,Professional,ABS,Dark,1,1,1,0,0,5-10%,2475.0,Very unlikely
16-20,Female,Tier 2,Working Professional,PC,4,Yes,<20k,Minimal,Not Sure,RGB,1,1,1,0,0,Bundle,4028.0,Unlikely
21-25,Male,Tier 2,Content Creator,PC,5,Yes,<20k,RGB,Metal,Custom,4,0,0,1,1,10-20%,4199.0,Neutral
31-40,Male,Tier 2,Working Professional,Mobile,1,Yes,2L+,Minimal,Not Sure,Dark,2,1,1,1,0,20-30%,2861.0,Very unlikely
31-40,Male,Tier 1,Student,Mobile,4,No,2L+,Gaming,Not Sure,Anime,5,1,0,1,0,20-30%,3201.0,Neutral
40+,Male,Rural,Student,Mobile,2,No,20k-50k,Anime,Not Sure,Dark,2,0,1,0,0,5-10%,2168.0,Very unlikely
40+,Female,Tier 2,Student,PC,4,No,<20k,Gaming,ABS,White,1,0,0,0,1,Free Accessory,2420.0,Very unlikely
31-40,Female,Tier 2,Freelancer,Mobile,1,No,2L+,Anime,Metal,Custom,5,1,0,0,1,20-30%,2996.0,Unlikely
31-40,Male,Tier 1,Freelancer,Console,4,No,50k-1L,Gaming,Metal,Dark,1,0,0,0,0,5-10%,4436.0,Very unlikely
31-40,Male,Tier 2,Content Creator,PC,5,No,50k-1L,Professional,Not Sure,Custom,1,1,1,0,0,5-10%,4391.0,Neutral
21-25,Female,Tier 2,Working Professional,Console,3,Yes,2L+,Anime,Not Sure,Dark,3,1,0,1,1,10-20%,1984.0,Unlikely
31-40,Female,Tier 1,Student,PC,1,No,20k-50k,Anime,Not Sure,Anime,1,0,0,1,1,5-10%,2824.0,Very unlikely
26-30,Female,Tier 1,Student,PC,1,No,<20k,Gaming,ABS,Anime,4,1,1,1,1,Bundle,1546.0,Unlikely
16-20,Male,Tier 3,Student,PC,1,Yes,50k-1L,RGB,ABS,Custom,1,1,1,0,1,20-30%,2268.0,Very unlikely
31-40,Male,Tier 1,Student,PC,1,Yes,2L+,Gaming,PBT,RGB,5,1,0,1,1,Bundle,3501.0,Unlikely
16-20,Female,Tier 1,Freelancer,Mobile,4,Yes,2L+,Anime,Metal,RGB,4,1,1,1,1,5-10%,3978.0,Neutral
21-25,Male,Tier 2,Working Professional,Mobile,5,Yes,1L-2L,Anime,PBT,White,1,0,1,0,0,5-10%,3803.0,Unlikely
16-20,Male,Tier 3,Working Professional,Multiple,2,No,2L+,RGB,PBT,RGB,4,0,0,1,0,Bundle,3681.0,Unlikely
21-25,Male,Tier 1,Content Creator,Mobile,5,No,20k-50k,Minimal,Not Sure,Custom,1,1,0,0,0,10-20%,3334.0,Unlikely
26-30,Male,Tier 2,Freelancer,PC,1,No,50k-1L,RGB,ABS,RGB,4,1,0,0,1,5-10%,2987.0,Unlikely
21-25,Male,Tier 1,Student,Mobile,4,Yes,1L-2L,Minimal,PBT,White,2,1,0,0,0,Bundle,3591.0,Unlikely
21-25,Male,Tier 1,Working Professional,Mobile,4,No,50k-1L,Anime,PBT,Dark,3,1,1,0,0,Bundle,4522.0,Neutral
40+,Prefer not to say,Tier 1,Working Professional,PC,1,Yes,50k-1L,Professional,PBT,RGB,4,1,0,0,0,20-30%,2924.0,Unlikely
31-40,Male,Tier 3,Freelancer,Console,4,No,20k-50k,Professional,Not Sure,Custom,5,0,0,1,0,10-20%,3831.0,Neutral
31-40,Female,Tier 1,Content Creator,Multiple,1,No,2L+,Gaming,Not Sure,Custom,3,0,0,0,0,Free Accessory,1264.0,Very unlikely
26-30,Male,Tier 1,Content Creator,Console,5,Yes,20k-50k,RGB,ABS,White,3,0,1,0,0,Bundle,3022.0,Neutral
26-30,Male,Tier 2,Student,Multiple,3,No,2L+,RGB,PBT,White,1,1,0,1,0,20-30%,3802.0,Unlikely
31-40,Prefer not to say,Tier 3,Content Creator,PC,4,No,1L-2L,Professional,PBT,Anime,4,1,0,0,1,Free Accessory,3746.0,Neutral
40+,Male,Tier 1,Working Professional,PC,1,Yes,20k-50k,Minimal,ABS,Anime,3,1,0,0,0,20-30%,2917.0,Unlikely
31-40,Male,Tier 2,Content Creator,PC,1,Yes,20k-50k,RGB,ABS,Anime,5,0,1,1,0,20-30%,4358.0,Unlikely
40+,Male,Tier 1,Student,Console,4,No,<20k,Minimal,ABS,Dark,5,1,0,1,1,10-20%,3466.0,Neutral
26-30,Male,Tier 2,Working Professional,Mobile,2,Yes,20k-50k,Minimal,Metal,Custom,5,0,0,0,0,5-10%,3328.0,Unlikely
16-20,Female,Tier 2,Content Creator,Multiple,1,No,<20k,Minimal,ABS,Anime,1,1,0,1,1,10-20%,1935.0,Very unlikely
26-30,Female,Tier 2,Content Creator,PC,4,No,2L+,Minimal,Not Sure,Custom,2,1,0,0,0,Free Accessory,3795.0,Unlikely
26-30,Male,Tier 1,Freelancer,PC,1,Yes,2L+,Gaming,Metal,White,4,1,1,1,1,10-20%,3631.0,Unlikely
21-25,Male,Tier 1,Student,Mobile,2,Yes,2L+,Gaming,ABS,Dark,3,1,1,1,0,5-10%,4321.0,Unlikely
21-25,Male,Tier 1,Content Creator,Mobile,3,No,<20k,Professional,Not Sure,White,4,0,0,0,0,10-20%,3849.0,Unlikely
21-25,Female,Tier 1,Freelancer,PC,2,No,2L+,Gaming,ABS,Custom,3,1,1,0,0,10-20%,3433.0,Unlikely
21-25,Male,Tier 1,Working Professional,Console,5,No,50k-1L,RGB,ABS,Anime,1,1,1,0,0,10-20%,3737.0,Neutral
40+,Male,Tier 3,Freelancer,Mobile,4,No,20k-50k,Gaming,Metal,White,4,0,0,1,0,Bundle,4147.0,Unlikely
31-40,Male,Rural,Freelancer,Mobile,2,No,<20k,RGB,Not Sure,RGB,1,0,0,1,1,Bundle,2691.0,Very unlikely
16-20,Male,Rural,Content Creator,Console,3,Yes,2L+,RGB,PBT,Dark,1,0,1,1,0,10-20%,2389.0,Very unlikely
26-30,Male,Tier 3,Content Creator,PC,1,No,50k-1L,Minimal,ABS,Custom,4,1,0,0,1,5-10%,4044.0,Unlikely
40+,Female,Tier 2,Content Creator,Multiple,4,No,20k-50k,Professional,Metal,Anime,4,1,0,1,0,5-10%,4132.0,Neutral
16-20,Male,Tier 2,Freelancer,Mobile,2,No,20k-50k,Minimal,Not Sure,White,3,1,0,0,0,5-10%,2879.0,Unlikely
40+,Male,Tier 1,Working Professional,PC,3,No,2L+,Minimal,ABS,Dark,5,1,0,0,0,5-10%,3518.0,Neutral
40+,Female,Tier 2,Student,PC,2,No,50k-1L,Gaming,PBT,Anime,1,0,1,1,1,20-30%,1773.0,Very unlikely
26-30,Female,Tier 2,Freelancer,Mobile,5,No,<20k,Gaming,Not Sure,White,2,0,0,1,1,10-20%,3481.0,Unlikely
31-40,Male,Tier 2,Content Creator,PC,4,Yes,2L+,RGB,Not Sure,Custom,3,0,1,1,1,10-20%,3952.0,Unlikely
21-25,Male,Tier 3,Student,PC,1,No,20k-50k,Gaming,Metal,RGB,3,0,0,1,1,20-30%,2256.0,Very unlikely
31-40,Male,Tier 1,Working Professional,Console,3,Yes,20k-50k,Gaming,ABS,RGB,5,0,0,1,1,5-10%,3408.0,Unlikely
26-30,Male,Tier 1,Student,PC,2,Yes,20k-50k,Anime,ABS,Custom,5,1,1,0,0,Free Accessory,2983.0,Neutral
26-30,Male,Tier 3,Content Creator,Mobile,4,No,2L+,RGB,Not Sure,Dark,1,1,1,1,0,Free Accessory,2846.0,Unlikely
26-30,Male,Tier 1,Freelancer,PC,2,Yes,1L-2L,RGB,ABS,Custom,3,1,1,0,1,20-30%,2759.0,Unlikely
16-20,Male,Tier 2,Freelancer,Mobile,4,No,1L-2L,Anime,Not Sure,White,3,0,1,1,1,Free Accessory,3301.0,Unlikely
31-40,Female,Tier 3,Content Creator,PC,5,No,1L-2L,RGB,PBT,Dark,2,0,0,1,0,Bundle,3804.0,Unlikely
31-40,Male,Tier 2,Freelancer,PC,2,Yes,50k-1L,Professional,Metal,RGB,1,1,0,0,0,10-20%,2527.0,Very unlikely
40+,Male,Tier 2,Content Creator,PC,5,No,2L+,Professional,ABS,White,1,1,1,1,1,Free Accessory,2854.0,Neutral
40+,Male,Tier 1,Freelancer,Multiple,3,No,20k-50k,Anime,ABS,Anime,5,1,0,1,1,Bundle,4315.0,Neutral
40+,Prefer not to say,Tier 1,Freelancer,Mobile,5,No,50k-1L,Gaming,Metal,Anime,1,1,0,0,0,10-20%,4140.0,Unlikely
26-30,Female,Tier 3,Freelancer,PC,4,No,1L-2L,Professional,PBT,Anime,2,1,0,0,1,Bundle,3170.0,Unlikely
31-40,Female,Tier 2,Working Professional,Mobile,3,No,<20k,Anime,PBT,RGB,1,1,1,1,0,10-20%,3900.0,Unlikely
26-30,Female,Tier 2,Working Professional,Mobile,2,Yes,50k-1L,Professional,PBT,Custom,4,0,1,1,1,10-20%,3369.0,Unlikely
16-20,Female,Tier 1,Content Creator,Multiple,2,Yes,50k-1L,Minimal,PBT,Dark,4,1,1,1,1,Free Accessory,2704.0,Unlikely
40+,Male,Tier 1,Working Professional,PC,4,No,2L+,Anime,PBT,RGB,2,0,1,0,0,20-30%,3302.0,Unlikely
26-30,Male,Rural,Content Creator,Mobile,1,No,50k-1L,RGB,Not Sure,White,5,1,1,1,0,Free Accessory,1856.0,Neutral
26-30,Male,Tier 1,Student,PC,1,Yes,2L+,Professional,ABS,White,3,0,1,1,1,5-10%,3181.0,Very unlikely
16-20,Female,Tier 2,Student,PC,2,No,<20k,RGB,ABS,Anime,1,0,1,1,0,Bundle,2070.0,Very unlikely
21-25,Female,Tier 1,Working Professional,Multiple,4,No,20k-50k,Anime,ABS,Dark,5,0,0,0,1,5-10%,4209.0,Neutral
31-40,Male,Tier 2,Student,Console,1,No,20k-50k,Professional,Not Sure,Anime,5,1,0,1,1,10-20%,3047.0,Unlikely
21-25,Male,Tier 3,Student,PC,5,No,1L-2L,RGB,Metal,White,1,1,1,0,0,Free Accessory,4842.0,Neutral
40+,Male,Tier 2,Freelancer,PC,2,No,1L-2L,Gaming,PBT,White,3,1,0,0,0,5-10%,2339.0,Unlikely
26-30,Female,Tier 1,Freelancer,Mobile,5,No,<20k,Gaming,Metal,Custom,1,1,0,0,0,5-10%,3685.0,Unlikely
16-20,Male,Tier 2,Content Creator,Mobile,4,No,20k-50k,Minimal,PBT,Custom,3,0,1,0,1,5-10%,4750.0,Unlikely
16-20,Male,Tier 3,Student,PC,5,No,1L-2L,Anime,PBT,Custom,2,1,0,0,0,10-20%,4466.0,Neutral
31-40,Male,Tier 2,Content Creator,Multiple,1,No,50k-1L,RGB,Metal,Anime,3,1,0,1,0,10-20%,2944.0,Unlikely
21-25,Male,Tier 3,Content Creator,PC,1,No,2L+,Minimal,ABS,Dark,5,1,1,0,0,10-20%,2620.0,Neutral
31-40,Female,Tier 2,Student,PC,3,No,1L-2L,Anime,Not Sure,Custom,2,0,1,1,1,5-10%,3433.0,Unlikely
26-30,Male,Tier 3,Working Professional,Multiple,2,Yes,<20k,Gaming,Metal,RGB,4,0,0,1,0,Bundle,3170.0,Unlikely
31-40,Female,Tier 2,Student,PC,4,Yes,20k-50k,RGB,ABS,Custom,2,1,1,0,0,Free Accessory,2852.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,2,No,<20k,Professional,PBT,Anime,3,1,1,0,0,Free Accessory,2238.0,Unlikely
16-20,Male,Tier 1,Student,Console,5,Yes,2L+,Gaming,ABS,Dark,2,1,0,0,0,10-20%,3634.0,Neutral
40+,Male,Tier 1,Working Professional,Mobile,4,Yes,2L+,Professional,PBT,Custom,2,1,1,0,1,5-10%,3473.0,Unlikely
40+,Female,Tier 3,Content Creator,PC,4,Yes,<20k,Professional,PBT,Dark,4,0,0,1,1,Bundle,4068.0,Unlikely
26-30,Male,Tier 3,Content Creator,Multiple,1,No,1L-2L,RGB,ABS,RGB,3,1,1,1,1,20-30%,3222.0,Unlikely
21-25,Male,Tier 2,Freelancer,Mobile,5,Yes,1L-2L,RGB,PBT,White,5,1,0,0,1,10-20%,4936.0,Likely
31-40,Male,Tier 1,Freelancer,PC,1,Yes,20k-50k,Professional,Not Sure,Dark,2,0,1,0,0,20-30%,1693.0,Very unlikely
26-30,Female,Tier 1,Freelancer,Mobile,1,No,20k-50k,Minimal,ABS,Custom,1,1,0,1,1,Free Accessory,2287.0,Very unlikely
40+,Male,Tier 3,Content Creator,PC,3,No,50k-1L,Professional,Metal,Anime,5,1,1,1,0,Free Accessory,3857.0,Neutral
31-40,Female,Tier 2,Freelancer,PC,1,No,50k-1L,Professional,PBT,Anime,2,1,0,0,1,Bundle,2895.0,Very unlikely
40+,Male,Tier 1,Student,Mobile,2,Yes,20k-50k,RGB,PBT,Anime,5,0,1,1,0,Bundle,2794.0,Unlikely
31-40,Male,Tier 2,Content Creator,Multiple,4,No,50k-1L,Anime,Not Sure,Anime,1,0,0,1,0,20-30%,3826.0,Very unlikely
21-25,Male,Tier 1,Working Professional,PC,1,No,<20k,Gaming,Not Sure,Dark,5,1,1,1,0,Free Accessory,3114.0,Neutral
26-30,Male,Tier 1,Content Creator,PC,2,No,1L-2L,RGB,Metal,Anime,5,1,0,0,1,Bundle,3403.0,Neutral
31-40,Male,Tier 2,Student,Console,5,Yes,50k-1L,Minimal,PBT,White,1,0,0,0,1,Bundle,3192.0,Unlikely
16-20,Male,Tier 1,Student,PC,4,No,50k-1L,Gaming,Metal,RGB,1,0,1,1,1,Free Accessory,3599.0,Unlikely
16-20,Male,Rural,Freelancer,PC,5,No,<20k,RGB,Metal,Dark,1,0,1,0,0,Free Accessory,4119.0,Unlikely
31-40,Female,Tier 1,Content Creator,PC,2,No,2L+,RGB,PBT,Dark,4,1,0,1,1,5-10%,3134.0,Unlikely
31-40,Male,Tier 1,Content Creator,Mobile,5,No,20k-50k,Anime,Metal,Anime,1,0,1,1,0,Bundle,4518.0,Unlikely
31-40,Female,Tier 1,Content Creator,PC,5,No,<20k,Minimal,Metal,Anime,5,0,0,0,1,20-30%,4925.0,Neutral
16-20,Male,Tier 3,Working Professional,PC,5,No,2L+,Minimal,Not Sure,Dark,1,0,0,0,1,10-20%,3543.0,Unlikely
16-20,Male,Tier 2,Freelancer,Mobile,1,No,<20k,RGB,Not Sure,Anime,2,1,0,1,1,10-20%,1672.0,Very unlikely
31-40,Male,Tier 2,Student,Mobile,1,Yes,1L-2L,Anime,Metal,Anime,1,0,0,0,1,Free Accessory,2571.0,Very unlikely
40+,Male,Tier 1,Student,Console,1,No,<20k,RGB,PBT,Anime,1,1,0,0,1,20-30%,1961.0,Very unlikely
40+,Male,Tier 1,Freelancer,PC,4,No,<20k,Professional,Not Sure,Anime,3,1,0,0,0,5-10%,4128.0,Neutral
21-25,Male,Tier 2,Student,Mobile,2,No,1L-2L,Professional,Metal,Anime,5,1,1,0,1,Bundle,2721.0,Neutral
26-30,Male,Tier 3,Student,PC,1,Yes,20k-50k,Anime,ABS,Custom,5,1,0,1,1,5-10%,3469.0,Unlikely
40+,Male,Tier 3,Freelancer,PC,5,Yes,2L+,RGB,ABS,Custom,2,0,0,1,1,20-30%,4937.0,Unlikely
16-20,Female,Tier 1,Student,Mobile,5,No,50k-1L,Anime,Metal,Custom,4,1,0,0,0,5-10%,4554.0,Neutral
40+,Female,Tier 2,Content Creator,PC,5,No,20k-50k,RGB,ABS,Dark,3,1,0,1,1,Free Accessory,4139.0,Neutral
21-25,Male,Tier 3,Working Professional,PC,5,No,<20k,RGB,Not Sure,RGB,2,1,0,0,1,10-20%,4027.0,Neutral
21-25,Male,Tier 1,Freelancer,PC,3,No,50k-1L,Professional,PBT,Dark,2,0,1,0,0,Free Accessory,3091.0,Unlikely
26-30,Male,Tier 3,Working Professional,PC,4,Yes,1L-2L,Gaming,Metal,Custom,5,0,1,0,1,Bundle,3764.0,Neutral
40+,Male,Tier 1,Student,PC,2,No,20k-50k,Minimal,Not Sure,Dark,3,0,0,1,0,Free Accessory,3207.0,Very unlikely
16-20,Male,Tier 3,Student,Multiple,2,No,2L+,Minimal,PBT,RGB,5,0,0,1,0,20-30%,3140.0,Unlikely
16-20,Male,Tier 3,Content Creator,PC,1,No,20k-50k,Anime,ABS,Anime,4,1,0,1,1,20-30%,2163.0,Unlikely
31-40,Male,Tier 3,Freelancer,PC,3,Yes,20k-50k,Minimal,ABS,White,5,1,1,0,0,Bundle,4007.0,Neutral
16-20,Male,Tier 2,Student,PC,2,No,50k-1L,Professional,ABS,Custom,1,1,1,1,1,Bundle,3321.0,Very unlikely
26-30,Male,Tier 1,Freelancer,Multiple,4,No,1L-2L,Gaming,ABS,Custom,5,0,0,1,0,10-20%,3759.0,Neutral
26-30,Female,Tier 3,Freelancer,Console,5,No,1L-2L,RGB,Not Sure,RGB,1,0,1,0,1,5-10%,4303.0,Unlikely
16-20,Female,Tier 1,Freelancer,PC,1,No,20k-50k,RGB,Not Sure,Anime,2,0,0,0,0,10-20%,2335.0,Very unlikely
16-20,Male,Tier 1,Freelancer,Mobile,4,Yes,1L-2L,Professional,PBT,Anime,4,1,0,0,0,Free Accessory,2974.0,Neutral
31-40,Female,Tier 2,Freelancer,PC,2,Yes,50k-1L,Minimal,Metal,White,1,1,1,0,0,5-10%,2036.0,Very unlikely
16-20,Prefer not to say,Tier 3,Working Professional,PC,3,No,50k-1L,RGB,PBT,Anime,4,1,1,1,1,Bundle,3723.0,Neutral
31-40,Male,Tier 3,Content Creator,PC,1,No,2L+,Minimal,Metal,RGB,5,0,1,1,0,20-30%,2298.0,Unlikely
31-40,Male,Tier 1,Freelancer,PC,2,Yes,1L-2L,Professional,ABS,Anime,5,0,1,0,1,Free Accessory,3184.0,Unlikely
16-20,Male,Tier 3,Working Professional,PC,1,No,2L+,RGB,ABS,RGB,2,1,1,0,1,10-20%,1176.0,Very unlikely
21-25,Female,Tier 2,Student,Mobile,2,No,<20k,Anime,ABS,Custom,5,0,0,0,0,Bundle,3278.0,Unlikely
21-25,Female,Tier 1,Freelancer,PC,5,No,50k-1L,Gaming,ABS,Custom,1,1,1,0,1,5-10%,4218.0,Neutral
31-40,Male,Tier 1,Student,Console,3,Yes,20k-50k,Minimal,Not Sure,Custom,2,1,0,1,1,5-10%,3133.0,Unlikely
16-20,Male,Tier 1,Freelancer,PC,5,No,50k-1L,Minimal,PBT,Dark,4,0,1,0,0,20-30%,4461.0,Neutral
21-25,Male,Tier 1,Working Professional,PC,2,Yes,<20k,Minimal,Metal,Custom,2,1,0,0,1,Bundle,2908.0,Unlikely
16-20,Male,Rural,Working Professional,PC,4,Yes,20k-50k,Minimal,Metal,RGB,4,1,1,1,1,Bundle,3592.0,Neutral
16-20,Male,Tier 2,Working Professional,Multiple,5,Yes,1L-2L,Professional,Not Sure,White,3,1,1,0,0,Free Accessory,3392.0,Neutral
16-20,Female,Tier 2,Content Creator,PC,4,No,1L-2L,Professional,ABS,Anime,1,1,0,0,0,Free Accessory,2682.0,Unlikely
40+,Male,Rural,Student,Mobile,2,Yes,50k-1L,Professional,PBT,Custom,1,1,1,0,0,5-10%,2439.0,Very unlikely
16-20,Female,Tier 1,Content Creator,PC,3,No,20k-50k,Professional,ABS,Dark,4,0,0,0,0,10-20%,3335.0,Unlikely
40+,Female,Tier 3,Freelancer,PC,4,No,20k-50k,RGB,Not Sure,Dark,5,1,1,0,1,5-10%,4616.0,Neutral
31-40,Female,Tier 2,Student,PC,2,No,2L+,Professional,Metal,RGB,5,0,0,1,1,Free Accessory,3383.0,Unlikely
21-25,Male,Tier 3,Working Professional,PC,4,No,<20k,RGB,Not Sure,White,3,1,0,1,1,Free Accessory,4142.0,Neutral
21-25,Male,Tier 1,Student,PC,5,No,1L-2L,Anime,Metal,Custom,4,0,1,1,0,Free Accessory,3650.0,Neutral
21-25,Male,Tier 3,Working Professional,PC,2,No,50k-1L,Professional,PBT,Custom,3,0,1,1,1,5-10%,2620.0,Unlikely
21-25,Male,Tier 1,Content Creator,Mobile,5,No,20k-50k,Anime,Metal,Dark,4,0,1,0,0,Bundle,4348.0,Neutral
21-25,Male,Tier 1,Content Creator,PC,1,No,1L-2L,Professional,PBT,RGB,3,1,1,0,1,10-20%,1884.0,Unlikely
21-25,Male,Tier 3,Working Professional,Console,2,Yes,50k-1L,Anime,ABS,Dark,4,0,1,0,0,10-20%,2771.0,Unlikely
21-25,Male,Tier 1,Working Professional,PC,4,Yes,1L-2L,Gaming,ABS,Dark,1,1,0,0,1,Free Accessory,3046.0,Unlikely
31-40,Male,Tier 2,Freelancer,Console,1,No,50k-1L,Anime,Not Sure,White,3,1,1,0,1,20-30%,2865.0,Unlikely
16-20,Male,Tier 2,Content Creator,Console,5,No,1L-2L,RGB,PBT,RGB,3,0,1,0,0,5-10%,4128.0,Neutral
26-30,Male,Tier 2,Content Creator,PC,5,No,2L+,Minimal,ABS,White,4,0,0,1,1,Bundle,4801.0,Neutral
40+,Female,Tier 1,Freelancer,PC,4,No,<20k,Anime,PBT,RGB,2,1,0,0,1,Free Accessory,2632.0,Unlikely
26-30,Female,Tier 1,Content Creator,Mobile,1,No,1L-2L,Minimal,ABS,Custom,2,1,1,0,1,20-30%,2211.0,Very unlikely
26-30,Male,Tier 1,Working Professional,Mobile,3,No,<20k,Gaming,ABS,Anime,1,1,0,1,1,Free Accessory,2994.0,Unlikely
16-20,Male,Tier 2,Student,PC,4,Yes,1L-2L,Gaming,Metal,Anime,5,0,1,1,0,20-30%,4368.0,Neutral
16-20,Male,Tier 1,Student,PC,5,No,20k-50k,RGB,Not Sure,RGB,5,1,0,0,1,10-20%,3639.0,Likely
16-20,Male,Tier 1,Content Creator,Mobile,2,No,2L+,RGB,Metal,Anime,1,1,0,1,0,20-30%,2204.0,Very unlikely
21-25,Male,Tier 1,Freelancer,PC,1,No,2L+,Anime,PBT,Dark,5,1,0,1,0,10-20%,3358.0,Unlikely
31-40,Female,Tier 1,Working Professional,Console,3,No,<20k,Professional,ABS,Custom,4,1,1,0,0,10-20%,3371.0,Neutral
21-25,Male,Tier 2,Student,PC,2,No,20k-50k,Gaming,Not Sure,Custom,2,1,0,0,1,5-10%,2088.0,Unlikely
31-40,Male,Tier 3,Working Professional,PC,1,No,50k-1L,Minimal,ABS,Anime,1,1,1,1,0,20-30%,1261.0,Very unlikely
31-40,Male,Tier 1,Content Creator,Console,4,No,2L+,Professional,ABS,RGB,4,1,1,1,0,Bundle,3170.0,Neutral
26-30,Male,Tier 2,Content Creator,Console,4,No,20k-50k,Gaming,Metal,Dark,1,1,1,1,0,Bundle,2913.0,Unlikely
26-30,Male,Tier 2,Student,PC,1,No,20k-50k,Anime,PBT,RGB,2,1,0,1,1,20-30%,2089.0,Very unlikely
31-40,Male,Tier 2,Content Creator,Console,3,No,<20k,Gaming,Not Sure,Anime,5,1,1,1,1,5-10%,4037.0,Neutral
31-40,Male,Tier 2,Freelancer,Mobile,1,No,20k-50k,RGB,Not Sure,Custom,4,1,0,1,0,Bundle,1852.0,Unlikely
21-25,Male,Tier 2,Content Creator,Console,2,Yes,20k-50k,Minimal,Not Sure,Custom,2,1,0,0,0,Free Accessory,2607.0,Unlikely
21-25,Male,Tier 2,Content Creator,PC,2,No,50k-1L,Minimal,PBT,RGB,1,0,1,0,1,Bundle,2930.0,Very unlikely
26-30,Male,Tier 1,Content Creator,Console,4,No,<20k,RGB,Not Sure,White,3,1,1,1,0,5-10%,3668.0,Neutral
16-20,Male,Tier 2,Working Professional,Mobile,1,No,<20k,Professional,PBT,RGB,4,1,1,1,1,10-20%,1757.0,Unlikely
31-40,Prefer not to say,Tier 2,Working Professional,Mobile,4,No,20k-50k,RGB,Not Sure,White,1,1,1,0,0,10-20%,3408.0,Unlikely
21-25,Male,Tier 1,Student,Mobile,3,No,50k-1L,Minimal,ABS,RGB,1,1,1,1,1,10-20%,2657.0,Unlikely
26-30,Male,Tier 1,Student,PC,2,No,1L-2L,Anime,PBT,White,2,1,0,0,1,5-10%,2742.0,Unlikely
21-25,Male,Rural,Student,Mobile,5,No,2L+,Professional,Metal,White,1,0,0,1,1,10-20%,4043.0,Unlikely
31-40,Male,Tier 2,Content Creator,Mobile,5,No,<20k,Gaming,Not Sure,White,4,1,1,1,0,10-20%,4081.0,Neutral
31-40,Male,Tier 2,Working Professional,PC,1,No,50k-1L,Anime,Metal,White,4,0,1,1,0,5-10%,3073.0,Unlikely
40+,Male,Tier 3,Freelancer,PC,1,No,50k-1L,Professional,PBT,Dark,1,1,1,1,1,Free Accessory,3309.0,Very unlikely
16-20,Female,Tier 2,Content Creator,PC,5,No,20k-50k,Minimal,ABS,White,2,0,0,0,1,Bundle,4157.0,Unlikely
40+,Male,Tier 2,Content Creator,Mobile,1,No,2L+,Minimal,Metal,White,4,0,0,0,0,5-10%,3665.0,Very unlikely
26-30,Male,Tier 3,Content Creator,PC,2,No,<20k,Anime,Metal,Custom,3,1,1,0,1,5-10%,3141.0,Unlikely
21-25,Male,Tier 3,Freelancer,Console,3,No,1L-2L,Professional,ABS,Dark,5,0,1,0,0,20-30%,3638.0,Neutral
26-30,Female,Tier 2,Student,Multiple,3,Yes,20k-50k,Gaming,ABS,White,2,0,0,1,1,10-20%,3044.0,Very unlikely
31-40,Male,Tier 2,Freelancer,Mobile,4,Yes,<20k,Gaming,PBT,Anime,2,1,0,0,1,Free Accessory,2660.0,Unlikely
40+,Male,Tier 1,Student,Multiple,2,Yes,<20k,RGB,Not Sure,Dark,5,0,1,0,0,20-30%,3424.0,Unlikely
40+,Male,Rural,Freelancer,Multiple,1,No,50k-1L,Anime,Metal,Custom,5,0,1,0,0,Free Accessory,1519.0,Unlikely
40+,Male,Tier 2,Working Professional,PC,1,Yes,2L+,Professional,Metal,RGB,4,0,0,1,1,10-20%,2091.0,Very unlikely
26-30,Male,Tier 1,Content Creator,Mobile,4,Yes,1L-2L,Anime,PBT,Custom,1,1,0,1,0,10-20%,3687.0,Unlikely
31-40,Male,Tier 3,Content Creator,PC,4,Yes,2L+,Gaming,Not Sure,Custom,1,1,0,1,1,10-20%,3927.0,Unlikely
21-25,Male,Tier 2,Content Creator,Mobile,1,No,50k-1L,Professional,PBT,Dark,3,1,0,1,0,Bundle,3483.0,Unlikely
21-25,Male,Tier 1,Student,PC,1,Yes,1L-2L,Minimal,Metal,Dark,1,1,0,1,1,Free Accessory,2423.0,Very unlikely
26-30,Male,Tier 2,Freelancer,Multiple,2,No,1L-2L,Minimal,Metal,Anime,3,0,1,0,0,Free Accessory,2925.0,Unlikely
40+,Male,Tier 2,Working Professional,Mobile,4,Yes,20k-50k,Professional,ABS,Anime,3,1,1,0,0,20-30%,4254.0,Neutral
16-20,Female,Tier 3,Freelancer,Mobile,2,No,1L-2L,Anime,ABS,Dark,2,0,0,0,1,5-10%,1945.0,Very unlikely
26-30,Male,Tier 1,Content Creator,PC,1,No,<20k,Anime,Not Sure,Dark,2,1,0,0,1,10-20%,2259.0,Very unlikely
26-30,Male,Tier 3,Working Professional,PC,5,No,2L+,Minimal,Metal,Dark,4,1,0,1,1,10-20%,3600.0,Neutral
